symbol,name,Standard_Sector,Sector_Chinese
MGNI,"Magnite, Inc. - Common Stock",Communication Services,通訊服務
MGNX,"MacroGenics, Inc. - Common Stock",Health Care,醫療保健
MGPI,"MGP Ingredients, Inc. - Common Stock",Consumer Staples,必需消費
MGRC,McGrath RentCorp - Common Stock,Industrials,工業
MGRM,Monogram Technologies Inc. - Common Stock,Health Care,醫療保健
MGRX,"Mangoceuticals, Inc. - Common Stock",Health Care,醫療保健
MGX,"Metagenomi, Inc. - Common Stock",Health Care,醫療保健
MGYR,"Magyar Bancorp, Inc. - Common Stock",Financials,金融
MHLD,"Maiden Holdings, Ltd. - Common Stock",Financials,金融
MIDD,The Middleby Corporation - Common Stock,Industrials,工業
MIGI,Mawson Infrastructure Group Inc. - Common Stock,Financials,金融
MIND,"MIND Technology, Inc. - Common Stock",Information Technology,資訊科技
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",Health Care,醫療保健
MITK,"Mitek Systems, Inc. - Common Stock",Information Technology,資訊科技
MKSI,"MKS Instruments, Inc. - Common Stock",Information Technology,資訊科技
MKTW,"MarketWise, Inc. - Class A Common Stock",Financials,金融
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Financials,金融
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",Real Estate,房地產
MLAB,"Mesa Laboratories, Inc. - Common Stock",Information Technology,資訊科技
MLKN,"MillerKnoll, Inc. - Common Stock",Consumer Discretionary,非必需消費
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Health Care,醫療保健
MMSI,"Merit Medical Systems, Inc. - Common Stock",Health Care,醫療保健
MNKD,MannKind Corporation - Common Stock,Health Care,醫療保健
MNOV,"MediciNova, Inc. - Common Stock",Health Care,醫療保健
MNPR,Monopar Therapeutics Inc. - Common Stock,Health Care,醫療保健
MNRO,"Monro, Inc.  - Common Stock",Consumer Discretionary,非必需消費
MNSB,"MainStreet Bancshares, Inc. - Common Stock",Financials,金融
MNST,Monster Beverage Corporation - Common Stock,Consumer Staples,必需消費
MNTK,"Montauk Renewables, Inc. - Common Stock",Materials,原物料
MNTS,Momentus Inc. - Class A Common Stock,Industrials,工業
MOBX,"Mobix Labs, Inc. - Class A Common Stock",Information Technology,資訊科技
MODD,"Modular Medical, Inc. - common stock",Health Care,醫療保健
MODV,ModivCare Inc. - Common Stock,Health Care,醫療保健
MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Financials,金融
MORN,"Morningstar, Inc. - Common Stock",Financials,金融
MOVE,Movano Inc. - Common Stock,Health Care,醫療保健
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Consumer Discretionary,非必需消費
MPB,Mid Penn Bancorp - Common Stock,Financials,金融
MPWR,"Monolithic Power Systems, Inc. - Common Stock",Information Technology,資訊科技
MQ,"Marqeta, Inc. - Class A Common Stock",Information Technology,資訊科技
MRAM,"Everspin Technologies, Inc. - Common Stock",Information Technology,資訊科技
MRBK,Meridian Corporation - Common Stock,Financials,金融
MRCY,Mercury Systems Inc - Common Stock,Industrials,工業
MRIN,Marin Software Incorporated - Common Stock,Information Technology,資訊科技
MRKR,"Marker Therapeutics, Inc. - Common Stock",Health Care,醫療保健
MRNA,"Moderna, Inc. - Common Stock",Health Care,醫療保健
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Health Care,醫療保健
MRTN,"Marten Transport, Ltd. - Common Stock",Industrials,工業
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Health Care,醫療保健
MRVL,"Marvell Technology, Inc. - Common Stock",Information Technology,資訊科技
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",Information Technology,資訊科技
MSBI,"Midland States Bancorp, Inc. - Common Stock",Financials,金融
MSEX,Middlesex Water Company - Common Stock,Utilities,公用事業
MSFT,Microsoft Corporation - Common Stock,Information Technology,資訊科技
MSGM,Motorsport Games Inc. - Class A Common Stock,Communication Services,通訊服務
MSPR,"MSP Recovery, Inc. - Class A Common Stock",Health Care,醫療保健
MSS,Maison Solutions Inc. - Class A Common Stock,Consumer Staples,必需消費
MSTR,MicroStrategy Incorporated - Class A Common Stock,Information Technology,資訊科技
MTCH,"Match Group, Inc. - Common Stock",Communication Services,通訊服務
MTEX,"Mannatech, Incorporated - Common Stock",Consumer Staples,必需消費
MTRX,Matrix Service Company - Common Stock,Industrials,工業
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Information Technology,資訊科技
MTSR,"Metsera, Inc. - Common Stock",Health Care,醫療保健
MTVA,MetaVia Inc.  - Common Stock,Health Care,醫療保健
MU,"Micron Technology, Inc. - Common Stock",Information Technology,資訊科技
MULN,"Mullen Automotive, Inc. - Common Stock",Consumer Discretionary,非必需消費
MVBF,MVB Financial Corp. - Common Stock,Financials,金融
MVIS,"MicroVision, Inc. - Common Stock",Information Technology,資訊科技
MVST,"Microvast Holdings, Inc. - Common Stock",Consumer Discretionary,非必需消費
MWYN,"Marwynn Holdings, Inc. - Common stock",Consumer Discretionary,非必需消費
MXCT,"MaxCyte, Inc. - Common Stock",Health Care,醫療保健
MXL,"MaxLinear, Inc - Common Stock",Information Technology,資訊科技
MYFW,"First Western Financial, Inc. - Common Stock",Financials,金融
MYGN,"Myriad Genetics, Inc. - Common Stock",Health Care,醫療保健
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",Communication Services,通訊服務
MYRG,"MYR Group, Inc. - Common Stock",Industrials,工業
MYSZ,"My Size, Inc. - Common Stock",Information Technology,資訊科技
NAGE,"Niagen Bioscience, Inc. - Common Stock",Health Care,醫療保健
NAII,"Natural Alternatives International, Inc. - Common Stock",Consumer Staples,必需消費
NAOV,"NanoVibronix, Inc. - Common Stock",Health Care,醫療保健
NATH,"Nathan's Famous, Inc. - Common Stock",Consumer Discretionary,非必需消費
NATR,"Nature's Sunshine Products, Inc. - Common Stock",Consumer Staples,必需消費
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",Health Care,醫療保健
NAVI,Navient Corporation - Common Stock,Financials,金融
NB,NioCorp Developments Ltd. - Common Stock,Materials,原物料
NBBK,"NB Bancorp, Inc. - Common Stock",Financials,金融
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",Health Care,醫療保健
NBN,Northeast Bank - Common Stock,Financials,金融
NBTB,NBT Bancorp Inc. - Common Stock,Financials,金融
NCMI,"National CineMedia, Inc. - Common Stock",Communication Services,通訊服務
NCNO,"nCino, Inc. - Common Stock",Information Technology,資訊科技
NCPL,Netcapital Inc. - Common Stock,Financials,金融
NCRA,"Nocera, Inc. - common stock",Consumer Staples,必需消費
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",Energy,能源
NDAQ,"Nasdaq, Inc. - Common Stock",Financials,金融
NDLS,Noodles & Company - Common Stock,Consumer Discretionary,非必需消費
NDRA,ENDRA Life Sciences Inc. - Common Stock,Health Care,醫療保健
NDSN,Nordson Corporation - Common Stock,Industrials,工業
NECB,"NorthEast Community Bancorp, Inc. - Common Stock",Financials,金融
NEHC,New Era Helium Inc - Common Stock,Energy,能源
NEO,"NeoGenomics, Inc. - Common Stock",Health Care,醫療保健
NEOG,Neogen Corporation - Common Stock,Health Care,醫療保健
NEON,Neonode Inc. - Common Stock,Information Technology,資訊科技
NEOV,NeoVolta Inc. - Common Stock,Industrials,工業
NEPH,"Nephros, Inc. - Common Stock",Health Care,醫療保健
NERV,"Minerva Neurosciences, Inc - Common Stock",Health Care,醫療保健
NEUP,Neuphoria Therapeutics Inc. - Common Stock,Health Care,醫療保健
NEWT,"NewtekOne, Inc. - Common Stock",Financials,金融
NEXT,NextDecade Corporation - Common Stock,Energy,能源
NFBK,"Northfield Bancorp, Inc. - Common Stock",Financials,金融
NFE,New Fortress Energy Inc. - Class A Common Stock,Energy,能源
NFLX,"Netflix, Inc. - Common Stock",Communication Services,通訊服務
NGNE,Neurogene Inc. - Common Stock,Health Care,醫療保健
NITO,"N2OFF, Inc. - Common Stock",Materials,原物料
NIXX,"Nixxy, Inc. - Common Stock",Industrials,工業
NKSH,"National Bankshares, Inc. - Common Stock",Financials,金融
NKTR,Nektar Therapeutics - Common Stock,Health Care,醫療保健
NKTX,"Nkarta, Inc. - Common Stock",Health Care,醫療保健
NMFC,New Mountain Finance Corporation - Common Stock,Financials,金融
NMIH,NMI Holdings Inc - Common Stock,Financials,金融
NMRA,"Neumora Therapeutics, Inc. - Common Stock",Health Care,醫療保健
NMRK,"Newmark Group, Inc. - Class A Common Stock",Real Estate,房地產
NMTC,NeuroOne Medical Technologies Corporation - Common Stock,Health Care,醫療保健
NN,NextNav Inc. - Common stock,Information Technology,資訊科技
NNBR,"NN, Inc. - Common Stock",Industrials,工業
NNE,Nano Nuclear Energy Inc. - common stock,Industrials,工業
NODK,"NI Holdings, Inc. - Common Stock",Financials,金融
NOEM,CO2 Energy Transition Corp. - Common Stock,Financials,金融
NOTV,"Inotiv, Inc. - Common Stock",Health Care,醫療保健
NPCE,"Neuropace, Inc. - Common Stock",Health Care,醫療保健
NRC,National Research Corporation - Common Stock,Health Care,醫療保健
NRDS,"NerdWallet, Inc. - Class A Common Stock",Communication Services,通訊服務
NRIM,Northrim BanCorp Inc - Common Stock,Financials,金融
NRIX,"Nurix Therapeutics, Inc. - Common stock",Health Care,醫療保健
NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
NSIT,"Insight Enterprises, Inc. - Common Stock",Information Technology,資訊科技
NSPR,InspireMD Inc. - Common Stock,Health Care,醫療保健
NSSC,"NAPCO Security Technologies, Inc. - Common Stock",Industrials,工業
NSTS,"NSTS Bancorp, Inc. - Common Stock",Financials,金融
NSYS,Nortech Systems Incorporated - Common Stock,Health Care,醫療保健
NTAP,"NetApp, Inc. - Common Stock",Information Technology,資訊科技
NTCT,"NetScout Systems, Inc. - Common Stock",Information Technology,資訊科技
NTGR,"NETGEAR, Inc. - Common Stock",Information Technology,資訊科技
NTHI,"NeOnc Technologies Holdings, Inc. - Common Stock",Health Care,醫療保健
NTIC,Northern Technologies International Corporation - Common Stock,Materials,原物料
NTLA,"Intellia Therapeutics, Inc. - Common Stock",Health Care,醫療保健
NTNX,"Nutanix, Inc. - Class A Common Stock",Information Technology,資訊科技
NTRA,"Natera, Inc. - Common Stock",Health Care,醫療保健
NTRB,Nutriband Inc. - Common Stock,Health Care,醫療保健
NTRP,"NextTrip, Inc. - Common Stock",Consumer Discretionary,非必需消費
NTRS,Northern Trust Corporation - Common Stock,Financials,金融
NTWK,NETSOL Technologies Inc. - Common Stock,Information Technology,資訊科技
NURO,"NeuroMetrix, Inc. - Common Stock",,
NUTX,Nutex Health Inc. - Common Stock,Health Care,醫療保健
NUVL,"Nuvalent, Inc. - Class A Common Stock",Health Care,醫療保健
NUWE,"Nuwellis, Inc. - Common Stock",Health Care,醫療保健
NVAX,"Novavax, Inc. - Common Stock",Health Care,醫療保健
NVCT,"Nuvectis Pharma, Inc. - Common Stock",Health Care,醫療保健
NVDA,NVIDIA Corporation - Common Stock,Information Technology,資訊科技
NVEC,NVE Corporation - Common Stock,Information Technology,資訊科技
NVEE,"NV5 Global, Inc. - Common Stock",Industrials,工業
NVFY,"Nova Lifestyle, Inc - Common Stock",Consumer Discretionary,非必需消費
NVNO,enVVeno Medical Corporation - Common Stock,Health Care,醫療保健
NVTS,Navitas Semiconductor Corporation - Common Stock,Information Technology,資訊科技
NVVE,Nuvve Holding Corp. - Common Stock,Consumer Discretionary,非必需消費
NWBI,"Northwest Bancshares, Inc. - Common Stock",Financials,金融
NWE,"NorthWestern Energy Group, Inc.  - Common Stock",Utilities,公用事業
NWFL,Norwood Financial Corp. - Common Stock,Financials,金融
NWL,Newell Brands Inc. - Common Stock,Consumer Staples,必需消費
NWPX,Northwest Pipe Company - Common Stock,Materials,原物料
NWS,News Corporation - Class B Common Stock,Communication Services,通訊服務
NWSA,News Corporation - Class A Common Stock,Communication Services,通訊服務
NWTG,"Newton Golf Company, Inc. - Common Stock",Consumer Discretionary,非必需消費
NXGL,"NexGel, Inc - Common Stock",Health Care,醫療保健
NXL,"Nexalin Technology, Inc. - Common Stock",Health Care,醫療保健
NXPI,NXP Semiconductors N.V. - Common Stock,Information Technology,資訊科技
NXPL,NextPlat Corp - Common Stock,Information Technology,資訊科技
NXST,"Nexstar Media Group, Inc. - Common Stock",Communication Services,通訊服務
NXT,Nextracker Inc. - Class A Common Stock,Information Technology,資訊科技
NXTC,"NextCure, Inc. - Common Stock",Health Care,醫療保健
NXXT,"NextNRG, Inc. - Common Stock",Utilities,公用事業
NYMT,"New York Mortgage Trust, Inc. - Common Stock",Real Estate,房地產
OABI,"OmniAb, Inc. - Common Stock",Health Care,醫療保健
OB,Outbrain Inc. - Common Stock,Communication Services,通訊服務
OBLG,Oblong Inc. - Common Stock,Information Technology,資訊科技
OBT,"Orange County Bancorp, Inc. - Common Stock",Financials,金融
OCC,Optical Cable Corporation - Common Stock,Information Technology,資訊科技
OCFC,OceanFirst Financial Corp. - Common Stock,Financials,金融
OCGN,"Ocugen, Inc. - Common Stock",Health Care,醫療保健
OCTO,Eightco Holdings Inc. - Common Stock,Consumer Discretionary,非必需消費
OCUL,"Ocular Therapeutix, Inc. - Common Stock",Health Care,醫療保健
OCX,Oncocyte Corporation - Common Stock,Health Care,醫療保健
ODFL,"Old Dominion Freight Line, Inc. - Common Stock",Industrials,工業
ODP,The ODP Corporation - Common Stock,Consumer Discretionary,非必需消費
ODYS,Odysight.ai Inc. - Common Stock,Information Technology,資訊科技
OESX,"Orion Energy Systems, Inc. - Common Stock",Consumer Discretionary,非必需消費
OFIX,Orthofix Medical Inc.  - Common Stock,Health Care,醫療保健
OFLX,"Omega Flex, Inc. - Common Stock",Industrials,工業
OKTA,"Okta, Inc. - Class A Common Stock",Information Technology,資訊科技
OKUR,"OnKure Therapeutics, Inc. - Class A Common Stock",Health Care,醫療保健
OLB,"The OLB Group, Inc. - Common Stock",Information Technology,資訊科技
OLED,Universal Display Corporation - Common Stock,Information Technology,資訊科技
OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",Consumer Staples,必需消費
OLMA,"Olema Pharmaceuticals, Inc. - Common Stock",Health Care,醫療保健
OLPX,"Olaplex Holdings, Inc. - Common Stock",Consumer Discretionary,非必需消費
OM,"Outset Medical, Inc. - Common Stock",Health Care,醫療保健
OMCC,Old Market Capital Corporation - Common Stock,Financials,金融
OMCL,"Omnicell, Inc. - Common Stock",Health Care,醫療保健
OMER,Omeros Corporation - Common Stock,Health Care,醫療保健
OMEX,"Odyssey Marine Exploration, Inc. - Common Stock",Materials,原物料
ON,ON Semiconductor Corporation - Common Stock,Information Technology,資訊科技
ONB,Old National Bancorp - Common Stock,Financials,金融
ONCO,"Onconetix, Inc.  - Common Stock",Health Care,醫療保健
ONDS,Ondas Holdings Inc. - Common Stock,Information Technology,資訊科技
ONEW,OneWater Marine Inc. - Class A Common Stock,Consumer Discretionary,非必需消費
ONFO,Onfolio Holdings Inc. - Common Stock,Communication Services,通訊服務
ONMD,OneMedNet Corp - Class A Common Stock,Health Care,醫療保健
OP,OceanPal Inc. - Common Stock,Industrials,工業
OPAL,OPAL Fuels Inc. - Class A Common Stock,Utilities,公用事業
OPBK,OP Bancorp - Common Stock,Financials,金融
OPCH,"Option Care Health, Inc. - Common Stock",Health Care,醫療保健
OPEN,Opendoor Technologies Inc  - Common Stock,Real Estate,房地產
OPK,"Opko Health, Inc. - Common Stock",Health Care,醫療保健
OPOF,Old Point Financial Corporation - Common Stock,Financials,金融
OPRT,Oportun Financial Corporation - common stock,Financials,金融
OPRX,OptimizeRx Corporation - Common Stock,Health Care,醫療保健
OPTN,"OptiNose, Inc. - Common Stock",Health Care,醫療保健
OPTX,"Syntec Optics Holdings, Inc. - Class A Common Stock",Information Technology,資訊科技
